DATEADDED,ID
2023-09-15T17:57:21.05Z,5158218
2023-09-15T17:51:38.423Z,5967849
2023-09-15T17:48:47.197Z,5863401
2023-09-15T17:48:00.317Z,5967838
2023-09-15T17:44:47.667Z,5858726
2023-09-15T17:44:44.377Z,5967771
2023-09-15T17:40:42.067Z,5742578
2023-09-15T17:37:39.157Z,5712074
2023-09-15T17:37:26.407Z,5967835
2023-09-15T17:31:26.817Z,5196337
2023-09-15T17:29:37.62Z,5967827
2023-09-15T17:25:23.287Z,5843862
2023-09-15T17:25:15.817Z,5109697
2023-09-15T17:22:57.033Z,5693129
2023-09-15T17:19:46.74Z,5654444
2023-09-15T17:15:48.253Z,5250404
2023-09-15T17:15:44.267Z,5967817
2023-09-15T17:12:28.43Z,5704171
2023-09-15T17:11:15.48Z,5967712
2023-09-15T17:01:31.48Z,5967780
2023-09-15T16:57:20.25Z,5224313
2023-09-15T16:51:11.313Z,5131985
2023-09-15T16:41:11.703Z,5865774
2023-09-15T16:39:10.757Z,5967796
2023-09-15T16:19:26.347Z,5967775
2023-09-15T16:15:33.257Z,5638160
2023-09-15T16:14:08.447Z,5967776
2023-09-15T16:13:10.56Z,5868324
2023-09-15T16:06:38.947Z,5967732
2023-09-15T16:04:01.64Z,5289159
2023-09-15T15:58:09.03Z,5916856
2023-09-15T15:57:24.53Z,5093886
2023-09-15T15:55:00.447Z,5967721
2023-09-15T15:52:55.39Z,5967749
2023-09-15T15:52:21.13Z,5967720
2023-09-15T15:50:07.337Z,5967740
2023-09-15T15:49:44.58Z,5967728
2023-09-15T15:48:49.877Z,5967700
2023-09-15T15:48:47.053Z,5824121
2023-09-15T15:47:06.073Z,5967736
2023-09-15T15:42:30.043Z,5156750
2023-09-15T15:40:56.533Z,5967622
2023-09-15T15:40:05.877Z,5678581
2023-09-15T15:38:46.163Z,5218779
2023-09-15T15:37:30.787Z,5221315
2023-09-15T15:34:12.34Z,5892008
2023-09-15T15:33:50.817Z,5967726
2023-09-15T15:31:03.42Z,5967723
2023-09-15T15:30:05.27Z,5736589
2023-09-15T15:29:56.36Z,5139820
2023-09-15T15:25:17.733Z,5710391
2023-09-15T15:08:55.407Z,5636300
2023-09-15T15:07:41.937Z,5967691
2023-09-15T15:04:40.823Z,5288408
2023-09-15T15:00:40.153Z,5568362
2023-09-15T15:00:33.41Z,5324121
2023-09-15T14:56:21.877Z,5967657
2023-09-15T14:52:32.223Z,5316246
2023-09-15T14:49:36.15Z,5191085
2023-09-15T14:49:33.547Z,5143087
2023-09-15T14:46:36.233Z,5266858
2023-09-15T14:44:16.877Z,5742528
2023-09-15T14:41:18.717Z,5967663
2023-09-15T14:41:13.863Z,5967624
2023-09-15T14:39:54.823Z,5849127
2023-09-15T14:37:14.307Z,5263045
2023-09-15T14:34:20.407Z,5655581
2023-09-15T14:31:07.067Z,5967650
2023-09-15T14:29:33.16Z,5967635
2023-09-15T14:27:43.29Z,5967652
2023-09-15T14:25:57.67Z,5452738
2023-09-15T14:24:28.073Z,5193429
2023-09-15T14:24:09.857Z,5967494
2023-09-15T14:22:58.897Z,5967649
2023-09-15T14:22:24.603Z,5616054
2023-09-15T14:20:55.943Z,5865779
2023-09-15T14:20:30.433Z,5117925
2023-09-15T14:18:51.38Z,5661229
2023-09-15T14:17:37.88Z,5103450
2023-09-15T14:16:23.09Z,5967641
2023-09-15T14:07:27.337Z,5967627
2023-09-15T14:06:25.653Z,5967616
2023-09-15T14:06:15.247Z,5155219
2023-09-15T14:04:02.393Z,5967601
2023-09-15T14:00:30.71Z,5627530
2023-09-15T13:58:01.447Z,5967604
2023-09-15T13:57:20.437Z,5852119
2023-09-15T13:53:49.593Z,5187751
2023-09-15T13:52:02.903Z,5648467
2023-09-15T13:51:43.917Z,5862986
2023-09-15T13:51:08.437Z,5967594
2023-09-15T13:50:12.127Z,5759043
2023-09-15T13:48:57.037Z,5186367
2023-09-15T13:45:21.02Z,5967584
2023-09-15T13:44:10.73Z,5967590
2023-09-15T13:41:13.837Z,5967090
2023-09-15T13:41:08.797Z,5752208
2023-09-15T13:38:50.097Z,5120893
2023-09-15T13:35:57.593Z,5967587
2023-09-15T13:35:39.277Z,5967433
2023-09-15T13:35:33.193Z,5694918
2023-09-15T13:32:35.357Z,5938611
2023-09-15T13:26:46.12Z,5967586
2023-09-15T13:21:04.007Z,5848355
2023-09-15T13:20:38.653Z,5796670
2023-09-15T13:20:31.217Z,5967582
2023-09-15T13:20:14.753Z,5235618
2023-09-15T13:16:31.997Z,5967412
2023-09-15T13:12:53.387Z,5967575
2023-09-15T13:07:39.817Z,5307487
2023-09-15T13:03:13.06Z,5240856
2023-09-15T01:57:57.107Z,5967501
2023-09-15T01:09:40.993Z,5829701
2023-09-15T00:54:05.973Z,5967495
2023-09-15T00:19:25.867Z,5967492
2023-09-14T23:56:18.357Z,5967491
2023-09-14T23:26:02.487Z,5967488
2023-09-14T23:24:50.79Z,5190077
2023-09-14T22:54:46.44Z,5902097
2023-09-14T22:51:18.79Z,5967484
2023-09-14T22:51:12.21Z,5967419
2023-09-14T22:47:38.713Z,5131037
2023-09-14T22:39:03.953Z,5231874
2023-09-14T22:37:00.767Z,5216584
2023-09-14T22:32:43.95Z,5196321
2023-09-14T22:31:26.993Z,5194198
2023-09-14T22:27:15.12Z,5191697
2023-09-14T22:19:41.597Z,5942877
2023-09-14T22:19:12.627Z,5906706
2023-09-14T22:18:46.233Z,5639330
2023-09-14T22:18:13.757Z,5967479
2023-09-14T22:16:00.717Z,5888915
2023-09-14T22:14:37.827Z,5967475
2023-09-14T22:13:41.08Z,5967474
2023-09-14T22:11:17.25Z,5967470
2023-09-14T22:06:36.657Z,5641639
2023-09-14T22:05:49.873Z,5627530
2023-09-14T22:04:56.827Z,5966890
2023-09-14T22:04:53.257Z,5903693
2023-09-14T22:03:46.113Z,5967463
2023-09-14T22:00:37.333Z,5967309
2023-09-14T21:59:51.02Z,5967468
2023-09-14T21:58:53.193Z,5315498
2023-09-14T21:55:45.133Z,5627747
2023-09-14T21:45:40.68Z,5967457
2023-09-14T21:44:34.517Z,5967432
2023-09-14T21:43:44.397Z,5967455
2023-09-14T21:42:57.04Z,5749397
2023-09-14T21:42:29.307Z,5668391
2023-09-14T21:35:01.463Z,5684675
2023-09-14T21:34:54.513Z,5967428
2023-09-14T21:34:08.593Z,5967427
2023-09-14T21:34:06.047Z,5967429
2023-09-14T21:33:57.733Z,5134569
2023-09-14T21:31:14.58Z,5476374
2023-09-14T21:30:35.78Z,5118074
2023-09-14T21:30:10.18Z,5967436
2023-09-14T21:28:52.837Z,5136203
2023-09-14T21:28:23.917Z,5967418
2023-09-14T21:23:50.69Z,5779214
2023-09-14T21:21:17.913Z,5967403
2023-09-14T21:21:11.79Z,5967408
2023-09-14T21:20:55.97Z,5967416
2023-09-14T21:20:27.687Z,5584754
2023-09-14T21:19:59.64Z,5967383
2023-09-14T21:18:32.417Z,5363990
2023-09-14T21:13:45.89Z,5933507
2023-09-14T21:12:36.84Z,5967402
2023-09-14T21:12:31.207Z,5967398
2023-09-14T21:11:56.26Z,5967397
2023-09-14T21:11:53.863Z,5967407
2023-09-14T21:11:38.747Z,5144564
2023-09-14T21:09:17.923Z,5967394
2023-09-14T21:04:48.143Z,5756640
2023-09-14T21:03:28.52Z,5183742
2023-09-14T21:01:13.317Z,5966813
2023-09-14T21:00:42.757Z,5967291
2023-09-14T21:00:26.627Z,5461452
2023-09-14T21:00:26.547Z,5720327
2023-09-14T20:59:40.05Z,5712595
2023-09-14T20:56:33.103Z,5710596
2023-09-14T20:56:16.297Z,5816310
2023-09-14T20:54:30.267Z,5795434
2023-09-14T20:53:12.087Z,5604601
2023-09-14T20:51:30.53Z,5096429
2023-09-14T20:50:33.067Z,5963854
2023-09-14T20:49:53.66Z,5123279
2023-09-14T20:47:09.737Z,5173295
2023-09-14T20:44:34.277Z,5920114
2023-09-14T20:43:45.433Z,5967347
2023-09-14T20:40:07.017Z,5685278
2023-09-14T20:34:23.91Z,5755532
2023-09-14T20:32:02.777Z,5966572
2023-09-14T20:31:53.723Z,5836846
2023-09-14T20:30:28.697Z,5121511
2023-09-14T20:29:42.647Z,5673529
2023-09-14T20:28:57.01Z,5118543
2023-09-14T20:28:26.62Z,5967311
2023-09-14T20:28:19.29Z,5719452
2023-09-14T20:28:11.347Z,5967341
2023-09-14T20:27:26.667Z,5600648
2023-09-14T20:23:16.57Z,5967356
2023-09-14T20:23:13.797Z,5967372
2023-09-14T20:21:36.327Z,5866695
2023-09-14T20:17:50.817Z,5782571
2023-09-14T20:16:50.573Z,5967367
2023-09-14T20:16:14.167Z,5967355
2023-09-14T20:13:39.62Z,5795522
2023-09-14T20:12:52.493Z,5159335
2023-09-14T20:08:29.25Z,5967343
2023-09-14T20:05:26.563Z,5967334
2023-09-14T20:04:52.94Z,5164584
2023-09-14T20:01:29.92Z,5967335
2023-09-14T20:01:24.927Z,5967339
2023-09-14T20:00:55.31Z,5662690
2023-09-14T19:59:24.787Z,5963060
2023-09-14T19:58:28.497Z,5597979
2023-09-14T19:55:09.547Z,5963767
2023-09-14T19:51:31.687Z,5795776
2023-09-14T19:48:35.68Z,5967331
2023-09-14T19:45:53.317Z,5838218
2023-09-14T19:44:35.42Z,5272580
2023-09-14T19:37:59.127Z,5697715
2023-09-14T19:33:38.77Z,5677140
2023-09-14T19:32:42.443Z,5967257
2023-09-14T19:30:50.187Z,5315718
2023-09-14T19:29:21.567Z,5967316
2023-09-14T19:28:56.943Z,5967313
2023-09-14T19:28:27.43Z,5809292
2023-09-14T19:25:44.91Z,5242107
2023-09-14T19:25:18.673Z,5967225
2023-09-14T19:23:11.467Z,5967310
2023-09-14T19:22:57.88Z,5466227
2023-09-14T19:21:19.227Z," 5967260, 5948986 "
2023-09-14T19:19:49.04Z,5858052
2023-09-14T19:19:21.44Z,5967255
2023-09-14T19:18:41.8Z,5967301
2023-09-14T19:17:16.873Z,5967277
2023-09-14T19:16:12.22Z,5816058
2023-09-14T19:16:03.197Z,5967287
2023-09-14T19:15:45.97Z,5966814
2023-09-14T19:15:44.303Z,5631494
2023-09-14T19:15:41.567Z,5967300
2023-09-14T19:15:22.65Z,5671333
2023-09-14T19:14:53.07Z,5967304
2023-09-14T19:13:55.357Z,5967294
2023-09-14T19:13:46.72Z,5967275
2023-09-14T19:12:50.48Z,5183150
2023-09-14T19:12:39.937Z,5967270
2023-09-14T19:09:32.857Z,5264254
2023-09-14T19:08:11.08Z,5967295
2023-09-14T19:07:51.343Z,5967253
2023-09-14T19:06:16.91Z,5967292
2023-09-14T19:05:10.643Z,5967284
2023-09-14T19:02:08.353Z,5180692
2023-09-14T19:00:07.187Z,5967286
2023-09-14T18:58:17.557Z,5967269
2023-09-14T18:57:38.877Z,5094592
2023-09-14T18:56:22.127Z,5133462
2023-09-14T18:50:04.517Z,5967267
2023-09-14T18:48:34.757Z,5718110
2023-09-14T18:46:45.953Z,5967254
2023-09-14T18:45:54.463Z,5755598
2023-09-14T18:43:21.127Z,5967271
2023-09-14T18:43:11.467Z,5216512
2023-09-14T18:39:27.643Z,5967259
2023-09-14T18:39:10.767Z,5874681
2023-09-14T18:36:39.613Z,5967247
2023-09-14T18:32:55.78Z,5584680
2023-09-14T18:30:11.427Z,5966869
2023-09-14T18:28:13.7Z,5223688
2023-09-14T18:27:06.463Z,5214656
2023-09-14T18:26:53.41Z,5671409
2023-09-14T18:26:14.193Z,5967210
2023-09-14T18:24:29.42Z,5391046
2023-09-14T18:22:53.047Z,5967236
2023-09-14T18:16:15.257Z,5595495
2023-09-14T18:15:01.11Z,5966819
2023-09-14T18:13:35.967Z,5967226
2023-09-14T18:08:48.847Z,5610148
2023-09-14T18:08:46.093Z,5964663
2023-09-14T18:07:54.923Z,5967223
2023-09-14T18:06:18.883Z,5967218
2023-09-14T18:04:52.34Z,5755953
2023-09-14T18:04:48.207Z,5967211
2023-09-14T18:04:37.32Z,5967200
2023-09-14T18:01:57.377Z,5660997
2023-09-14T17:58:55.08Z,5967209
2023-09-14T17:57:55.223Z,5130579
2023-09-14T17:56:34.507Z,5749397
2023-09-14T17:56:08.217Z,5662449
2023-09-14T17:53:44.427Z,5967201
2023-09-14T17:53:28.26Z,5958974
2023-09-14T17:53:06.877Z,5898866
2023-09-14T17:48:19.59Z,5209887
2023-09-14T17:48:14.277Z,5783404
2023-09-14T17:47:12.64Z,5967195
2023-09-14T17:45:21.687Z,5967202
2023-09-14T17:44:40.82Z,5928472
2023-09-14T17:42:06.537Z,5702081
2023-09-14T17:39:31.97Z,5967093
2023-09-14T17:37:58.763Z,5809465
2023-09-14T17:35:44.117Z,5899223
2023-09-14T17:35:02.263Z,5967175
2023-09-14T17:33:48.973Z,5967177
2023-09-14T17:28:37.047Z,5967033
2023-09-14T17:28:36.433Z,5967161
2023-09-14T17:24:30.547Z,5650685
2023-09-14T17:24:09.737Z,5877932
2023-09-14T17:22:15.127Z,5967164
2023-09-14T17:20:59.2Z,5967165
2023-09-14T17:18:32.377Z,5967158
2023-09-14T17:17:14.257Z,5967171
2023-09-14T17:14:51.693Z,5967102
2023-09-14T17:09:42.427Z,5967118
2023-09-14T17:06:21.89Z,5944770
2023-09-14T16:53:52.33Z,5967151
2023-09-14T16:49:40.067Z,5967123
2023-09-14T16:44:21.047Z,5692257
2023-09-14T16:36:09.26Z,5897488
2023-09-14T16:21:57.993Z,5967140
2023-09-14T16:13:35.823Z,5690224
2023-09-14T16:11:00.683Z,5655194
2023-09-14T16:07:24.507Z,5967128
2023-09-14T16:03:57.407Z,5890988
2023-09-14T16:03:17.61Z,5967061
2023-09-14T16:02:56.687Z,5866909
2023-09-14T16:02:25.29Z,5848775
2023-09-14T16:02:03.847Z,5668595
2023-09-14T15:58:18.513Z,5966866
2023-09-14T15:58:03.75Z,5967113
2023-09-14T15:57:55.467Z,5967103
2023-09-14T15:57:33.157Z,5967097
2023-09-14T15:55:45.367Z,5967099
2023-09-14T15:53:54.117Z,5649254
2023-09-14T15:50:41.873Z,5502974
2023-09-14T15:47:50.907Z,5967051
2023-09-14T15:46:36.997Z,5967086
2023-09-14T15:46:17.09Z,5318113
2023-09-14T15:45:37.427Z,5942368
2023-09-14T15:45:15.67Z,5967094
2023-09-14T15:43:07.637Z,5283087
2023-09-14T15:41:48.923Z,5714124
2023-09-14T15:38:29.017Z,5760171
2023-09-14T15:33:17.657Z,5967081
2023-09-14T15:28:41.57Z,5625276
2023-09-14T15:25:30.5Z,5967072
2023-09-14T15:24:43.103Z,5653328
2023-09-14T15:23:28.74Z,5192484
2023-09-14T15:22:55.433Z,5634185
2023-09-14T15:17:05.767Z,5159640
2023-09-14T15:15:58.257Z,5967063
2023-09-14T15:15:09.693Z,5967040
2023-09-14T15:14:15.517Z,5659815
2023-09-14T15:12:28.47Z,5659815
2023-09-14T15:11:51.26Z,5967060
2023-09-14T15:09:07.457Z,5725463
2023-09-14T14:57:14.217Z,5651297
2023-09-14T14:57:14.033Z,5291843
2023-09-14T14:53:35.88Z,5577752
2023-09-14T14:50:43.09Z,5242929
2023-09-14T14:47:53.343Z,5967041
2023-09-14T14:43:38.323Z,5967030
2023-09-14T14:42:17.217Z,5967014
2023-09-14T14:41:47.577Z,5800426
2023-09-14T14:39:32.883Z,5123931
2023-09-14T14:39:24.607Z,5124377
2023-09-14T14:37:04.433Z,5571133
2023-09-14T14:35:45.253Z,5967028
2023-09-14T14:35:06.53Z,5178876
2023-09-14T14:33:28.873Z,5967007
2023-09-14T14:32:32.177Z,5861270
2023-09-14T14:30:47.24Z,5967006
2023-09-14T14:28:16.64Z,5815239
2023-09-14T14:27:24.577Z,5758839
2023-09-14T14:27:03.65Z,5102928
2023-09-14T14:26:56.833Z,5966544
2023-09-14T14:25:12.273Z,5967011
2023-09-14T14:24:37.52Z,5582267
2023-09-14T14:12:42.187Z,5115704
2023-09-14T14:12:30.377Z,5967002
2023-09-14T14:10:33.657Z,5742363
2023-09-14T14:07:51.023Z,5193939
2023-09-14T14:07:29.767Z,5653070
2023-09-14T14:06:44.38Z,5723903
2023-09-14T14:02:52.753Z,5967001
2023-09-14T14:02:39.697Z,5321882
2023-09-14T14:02:27.537Z,5966983
2023-09-14T14:01:40.15Z,5811085
2023-09-14T14:00:06.543Z,5191264
2023-09-14T13:58:37.997Z,5966994
2023-09-14T13:53:34.41Z,5164657
2023-09-14T13:51:58.147Z,5090807
2023-09-14T13:50:16.327Z,5966980
2023-09-14T13:49:01.847Z,5966983
2023-09-14T13:47:43.607Z,5966985
2023-09-14T13:45:49.087Z,5643496
2023-09-14T13:42:45.013Z,5146977
2023-09-14T13:41:32.397Z,5832995
2023-09-14T13:41:28.1Z,5844270
2023-09-14T13:40:52.95Z,5629554
2023-09-14T13:36:34.017Z,5190121
2023-09-14T13:36:15.903Z,5097303
2023-09-14T13:33:57.677Z,5183654
2023-09-14T13:27:34.55Z,5805928
2023-09-14T13:06:47.943Z,5966962
2023-09-14T13:06:25.537Z,5882356
2023-09-14T13:01:45.22Z,5966844
2023-09-14T12:54:36.577Z,5165939
2023-09-14T12:53:16.817Z,5966956
2023-09-14T12:22:05.567Z,5966954
2023-09-14T00:20:20.003Z,5678335
2023-09-13T23:43:30.26Z,5966944
2023-09-13T23:34:27.533Z,5966257
2023-09-13T23:12:14.813Z,5806392
2023-09-13T23:08:42.097Z,5966942
2023-09-13T22:50:46.133Z,5966934
2023-09-13T22:45:31.857Z,5966933
2023-09-13T22:40:52.26Z,5655532
2023-09-13T22:40:34.947Z,5966245
2023-09-13T22:36:50.863Z,5242933
2023-09-13T22:36:41.84Z,5908687
2023-09-13T22:36:16.093Z,5966910
2023-09-13T22:30:37.043Z,5571945
2023-09-13T22:30:35.75Z,5966923
2023-09-13T22:27:20.397Z,5966918
2023-09-13T22:24:37.053Z,5966921
2023-09-13T22:15:31.537Z,5686253
2023-09-13T22:11:25.557Z,5800019
2023-09-13T22:07:46.7Z,5918316
2023-09-13T22:06:05.32Z,5190114
2023-09-13T22:04:30.857Z,5650156
2023-09-13T22:01:06.39Z,5745379
2023-09-13T21:55:55.893Z,5124321
2023-09-13T21:55:52.44Z,5966868
2023-09-13T21:54:29.153Z,5882427
2023-09-13T21:54:28.077Z,5776704
2023-09-13T21:54:27.42Z,5966892
2023-09-13T21:49:21.347Z,5966870
2023-09-13T21:47:56.297Z,5867881
2023-09-13T21:45:45.593Z,5757796
2023-09-13T21:43:20.737Z,5588187
2023-09-13T21:40:53.487Z,5261397
2023-09-13T21:38:19.81Z,5284652
2023-09-13T21:35:22.133Z,5966878
2023-09-13T21:30:36.76Z,5164719
2023-09-13T21:29:36.567Z,5966207
2023-09-13T21:21:01.74Z,5380104
2023-09-13T21:20:30.277Z,5966247
2023-09-13T21:17:29.17Z,5966853
2023-09-13T21:12:31.253Z,5966838
2023-09-13T21:09:46.927Z,5966852
2023-09-13T21:04:27.21Z,5966816
2023-09-13T21:03:50.73Z,5675359
2023-09-13T21:01:27.443Z,5139121
2023-09-13T20:59:21.443Z,5915013
2023-09-13T20:56:19.39Z,5874195
2023-09-13T20:55:36.813Z,5584418
2023-09-13T20:53:59.733Z,5759434
2023-09-13T20:53:51.173Z,5215697
2023-09-13T20:52:42.607Z,5265610
2023-09-13T20:51:06.843Z,5966837
2023-09-13T20:50:49.077Z,5960495
2023-09-13T20:49:23.17Z,5126550
2023-09-13T20:47:02.613Z,5601109
2023-09-13T20:46:02.317Z,5524051
2023-09-13T20:43:49.247Z,5111808
2023-09-13T20:43:18.01Z,5289364
2023-09-13T20:42:30.003Z,5797835
2023-09-13T20:42:05.007Z,5966808
2023-09-13T20:40:57.88Z,5947175
2023-09-13T20:39:53.427Z,5512734
2023-09-13T20:38:39.917Z,5966826
2023-09-13T20:37:18.047Z,5966824
2023-09-13T20:32:29.957Z,5966815
2023-09-13T20:32:07.447Z,5239124
2023-09-13T20:31:19.347Z,5787082
2023-09-13T20:27:55.103Z,5868514
2023-09-13T20:27:30.517Z,5808947
2023-09-13T20:25:56.127Z,5624700
2023-09-13T20:25:51.3Z,5120046
2023-09-13T20:23:33.857Z,5740535
2023-09-13T20:22:54.593Z,5176762
2023-09-13T20:21:31.3Z,5843491
2023-09-13T20:21:07.297Z,5724821
2023-09-13T20:20:26.7Z,5264661
2023-09-13T20:18:33.357Z,5288668
2023-09-13T20:18:13.757Z,5966797
2023-09-13T20:17:52.477Z,5966800
2023-09-13T20:17:41.277Z,5265254
2023-09-13T20:15:35.73Z,5966795
2023-09-13T20:15:05.807Z,5699750
2023-09-13T20:13:39.137Z,5614783
2023-09-13T20:12:13.85Z,5654249
2023-09-13T20:11:32.3Z,5200740
2023-09-13T20:10:22.85Z,5966746
2023-09-13T20:10:16.697Z,5900244
2023-09-13T20:09:46.03Z,5740073
2023-09-13T20:09:00.017Z,5966796
2023-09-13T20:08:47.01Z,5966772
2023-09-13T20:03:01.507Z,5867002
2023-09-13T20:00:35.397Z,5832320
2023-09-13T20:00:22.023Z,5953494
2023-09-13T20:00:18.417Z,5253779
2023-09-13T19:59:47.46Z,5966768
2023-09-13T19:57:47.637Z,5966788
2023-09-13T19:51:50.37Z,5966770
2023-09-13T19:51:36.643Z,5891709
2023-09-13T19:50:59.927Z,5966775
2023-09-13T19:49:41.31Z,5965688
2023-09-13T19:47:00.477Z,5853736
2023-09-13T19:44:40.113Z,5101294
2023-09-13T19:42:36.143Z,5966759
2023-09-13T19:39:06.67Z,5966751
2023-09-13T19:36:15.883Z,5230158
2023-09-13T19:36:15.813Z,5750523
2023-09-13T19:33:49.36Z,5966757
2023-09-13T19:32:33.797Z,5844573
2023-09-13T19:31:14.66Z,5864862
2023-09-13T19:31:07.707Z,5966732
2023-09-13T19:30:49.69Z,5171463
2023-09-13T19:29:42.607Z,5966743
2023-09-13T19:26:04.82Z,5966726
2023-09-13T19:25:47.82Z,5966741
2023-09-13T19:25:33.48Z,5222426
2023-09-13T19:22:15.9Z,5784711
2023-09-13T19:21:37.243Z,5966740
2023-09-13T19:20:02.733Z,5739231
2023-09-13T19:19:16.89Z,5625493
2023-09-13T19:17:54.203Z,5966715
2023-09-13T19:17:26.613Z,5966727
2023-09-13T19:16:13.317Z,5966259
2023-09-13T19:15:55.843Z,5960767
2023-09-13T19:15:14.197Z,5966733
2023-09-13T19:14:57.577Z,5224354
2023-09-13T19:11:58.727Z,5661142
2023-09-13T19:11:05.653Z,5966695
2023-09-13T19:10:13.737Z,5107828
2023-09-13T19:09:16.347Z,5966393
2023-09-13T19:09:07.337Z,5966675
2023-09-13T19:06:35.407Z,5966717
2023-09-13T19:05:13.993Z,5966702
2023-09-13T19:04:08.257Z,5897771
2023-09-13T19:03:45.167Z,5229750
2023-09-13T19:03:02.89Z,5966707
2023-09-13T19:01:23.37Z,5966711
2023-09-13T18:58:32.68Z,5966690
2023-09-13T18:57:39.183Z,5204418
2023-09-13T18:56:56.127Z,5966705
2023-09-13T18:53:51.67Z,5966698
2023-09-13T18:50:38.95Z,5267152
2023-09-13T18:49:04.39Z,5624225
2023-09-13T18:48:57.717Z,5714583
2023-09-13T18:48:16.127Z,5251400
2023-09-13T18:47:51.203Z,5315676
2023-09-13T18:47:33.937Z,5966691
2023-09-13T18:46:45.35Z,5966541
2023-09-13T18:46:33.9Z,5897632
2023-09-13T18:42:17.567Z,5636129
2023-09-13T18:40:55.773Z,5619815
2023-09-13T18:40:51.897Z,5813891
2023-09-13T18:38:49.967Z,5598331
2023-09-13T18:38:42.357Z,5339320
2023-09-13T18:37:36.547Z,5718257
2023-09-13T18:35:44.56Z,5966692
2023-09-13T18:32:48.577Z,5659250
2023-09-13T18:30:36.74Z,5283185
2023-09-13T18:27:27.887Z,5653734
2023-09-13T18:26:56.86Z,5966677
2023-09-13T18:26:56.377Z,5909241
2023-09-13T18:26:23.497Z,5966670
2023-09-13T18:23:56.573Z,5438110
2023-09-13T18:21:37.833Z,5966452
2023-09-13T18:20:46.4Z,5853134
2023-09-13T18:16:57.603Z,5966626
2023-09-13T18:16:56.883Z,5966660
2023-09-13T18:16:22.117Z,5192576
2023-09-13T18:16:09Z,5962324
2023-09-13T18:15:19.3Z,5966650
2023-09-13T18:14:57.837Z,5181237
2023-09-13T18:10:15.453Z,5267658
2023-09-13T18:05:40.923Z,5966633
2023-09-13T18:05:17.72Z,5966647
2023-09-13T18:02:38.58Z,5923987
2023-09-13T18:02:10.27Z,5852816
2023-09-13T18:01:14.19Z,5966648
2023-09-13T17:56:43.35Z,5278733
2023-09-13T17:56:38.813Z,5966628
2023-09-13T17:55:50.987Z,5288510
2023-09-13T17:54:30.08Z,5849371
2023-09-13T17:52:46.307Z,5966630
2023-09-13T17:52:45.773Z,5144635
2023-09-13T17:50:31.943Z,5713991
2023-09-13T17:49:44.163Z,5919958
2023-09-13T17:44:07.577Z,5486123
2023-09-13T17:43:39.54Z,5846755
2023-09-13T17:42:20.08Z,5966606
