ID,OWNER
113308,5095928
113309,5080013
113310,5092025
113311,5077656
113312,5090073
113313,5077656
113314,5080013
113315,5077656
113316,5091251
113317,5091251
113318,5077656
113319,5077656
113320,5080013
113321,5080013
113322,5077656
113323,5080013
113324,5091251
113325,5080013
113326,5095928
113327,5077656
113328,5080013
113329,5080013
113330,5090492
113331,5080013
113332,5077656
113333,5077656
113334,5077656
113335,5080566
113336,5080013
113337,5077656
113338,5090073
113339,5080566
113340,5090073
113341,5080013
113342,5080013
113343,5080013
113344,5080013
113345,5080566
113346,5077656
113347,5077656
113348,5080013
113349,5090492
113350,5080013
113351,5077656
113352,5077656
113353,5090073
113354,5080013
113355,5091435
113356,5077656
113357,5077656
113358,5080013
113359,5080566
113360,5077656
113361,5080013
113362,5077656
113363,5080013
113364,5080013
113365,5080013
113366,5090073
113367,5080013
113368,5080013
113369,5080013
113370,5080013
113371,5077656
113372,5080013
113373,5080013
113374,5095928
113375,5080013
113376,5080013
113377,5080013
113378,5077656
113379,5090492
113380,5080013
113381,5090073
113382,5080013
113383,5080013
113384,5077656
113385,5090492
113386,5090073
113387,5080013
113388,5077656
113389,5080013
113390,5080013
113391,5080013
113392,5080013
113393,5080013
113394,5080013
113395,5095928
113396,5095928
113397,5091251
113398,5080013
113399,5080013
113400,5080013
113401,5080013
113402,5080013
113403,5077656
113404,5091251
113405,5090492
113406,5090492
113407,5090073
113408,5080013
113409,5080013
113410,5080013
113411,5091251
113412,5080013
113413,5080013
113414,5080013
113415,5080013
113416,5080013
113417,5077656
113418,5080013
113419,5077656
113420,5077656
113421,5077656
113422,5080013
113423,5080566
113424,5080013
113425,5080013
113426,5077656
113427,5080013
113428,5077656
113429,5090073
113430,5077656
113431,5080566
113432,5080013
113433,5090073
113434,5095928
113435,5090492
113436,5095928
113437,5091251
113438,5077656
113439,5080013
113440,5080566
113441,5077656
113442,5080013
113443,5077656
113444,5077656
113445,5080013
113446,5090073
113447,5090073
113448,5077656
113449,5090073
113450,5090073
113451,5077656
113452,5077656
113453,5090492
113454,5090073
113455,5095928
113456,5080013
113457,5080013
113458,5080013
113459,5090073
113460,5077656
113461,5090073
113462,5077656
113463,5077656
113464,5077656
113465,5080013
113466,5077656
113467,5077656
113468,5090492
113469,5090492
113470,5077656
113471,5080566
113472,5080566
113473,5080566
113474,5080566
113475,5080566
113476,5080566
113477,5080566
113478,5077656
113479,5080013
113480,5080013
113481,5080013
113482,5077656
113483,5080013
113484,5080566
113485,5077656
113486,5080013
113487,5077656
113488,5090073
113489,5091251
113490,5091251
113491,5090073
113492,5080013
113493,5090492
113494,5095928
113495,5077656
113496,5077656
113497,5080013
113498,5080013
113499,5080013
113500,5091251
113501,5091251
113502,5090073
113503,5077656
113504,5077656
113505,5080013
113506,5077656
113507,5080013
113508,5077656
113509,5077656
113510,5080566
113511,5080013
113512,5080013
113513,5080013
113514,5090492
113515,5090492
113516,5077656
113517,5091251
113518,5090492
113519,5080013
113520,5091251
113521,5077656
113522,5080566
113523,5090492
113524,5095928
113525,5080013
113526,5090492
113527,5080013
113528,5077656
113529,5080566
113530,5090492
113531,5095928
113532,5095928
113533,5080013
113534,5080013
113535,5080013
113536,5077656
113537,5095928
113538,5080013
113539,5080013
113540,5090492
113541,5080013
113542,5080013
113543,5090492
113544,5080013
113545,5077656
113546,5077656
113547,5077656
113548,5077656
113549,5077656
113550,5077656
113551,5077656
113552,5077656
113553,5077656
113554,5077656
113555,5077656
113556,5080013
113557,5077656
113558,5077656
113559,5095928
113560,5077656
113561,5080013
113562,5091251
113563,5090492
113564,5080013
113565,5080013
113566,5095928
113567,5077656
113568,5080013
113569,5080013
113570,5077656
113571,5077656
113572,5090492
113573,5095928
113574,5077656
113575,5077656
113576,5080013
113577,5080566
113578,5091251
113579,5080013
113580,5080013
113581,5080013
113582,5080013
113583,5090073
113584,5080013
113585,5090073
113586,5090492
113587,5080013
113588,5077656
113589,5077656
113590,5090073
113591,5077656
113592,5080013
113593,5080013
113594,5080013
113595,5080013
113596,5080013
113597,5080013
113598,5090492
113599,5080013
113600,5080013
113601,5095928
113602,5095928
113603,5080013
113604,5080013
113605,5080013
113606,5080013
113607,5091251
113608,5077656
113609,5080566
113610,5080013
113611,5080013
113612,5080013
113613,5095928
113614,5090073
113615,5090073
113616,5091251
113617,5091251
113618,5091251
113619,5090073
113620,5090073
113621,5077656
113622,5090492
113623,5077656
113624,5080013
113625,5091251
113626,5077656
113627,5080013
113628,5090492
113629,5077656
113630,5077656
113631,5077656
113632,5091251
113633,5090073
113634,5080013
113635,5090073
113636,5077656
113637,5077656
113638,5091251
113639,5091251
113640,5077656
113641,5077656
113642,5077656
113643,5080013
113644,5080013
113645,5090073
113646,5080013
113647,5077656
113648,5095928
113649,5080566
113650,5090492
113651,5090073
113652,5077656
113653,5077656
113654,5090492
113655,5090492
113656,5080566
113657,5077656
113658,5077656
113659,5077656
113660,5077656
113661,5091251
113662,5077656
113663,5077656
113664,5080013
113665,5080013
113666,5077656
113667,5080013
113668,5090073
113669,5080013
113670,5080013
113671,5080013
113672,5080013
113673,5091474
113674,5080013
113675,5090073
113676,5090492
113677,5090073
113678,5095928
113679,5077656
113680,5080566
113681,5077656
113682,5080013
113683,5077656
113684,5080013
113685,5080013
113686,5080013
113687,5090073
113688,5090073
113689,5077656
113690,5090492
113691,5090492
113692,5090492
113693,5080013
113694,5077656
113695,5077656
113696,5091251
113697,5090492
113698,5095928
113699,5080013
113700,5077656
113701,5077656
113702,5091251
113703,5090073
113704,5080013
113705,5080013
113706,5080013
113707,5090073
113708,5090073
113709,5095928
113710,5091251
113711,5090492
113712,5090492
113713,5099217
113714,5095928
113715,5090073
113716,5090073
113717,5077656
113718,5077656
113719,5080013
113720,5080013
113721,5090073
113722,5095928
113723,5095928
113724,5090073
113725,5077656
113726,5091474
113727,5090073
113728,5077656
113729,5099217
113730,5090073
113731,5080566
113732,5080013
113733,5080013
113734,5090492
113735,5090492
113736,5080013
113737,5077656
113738,5095928
113739,5090073
113740,5090492
113741,5095928
113742,5091474
113743,5091474
113744,5080013
113745,5091474
113746,5080013
113747,5080013
113748,5090492
113749,5077656
113750,5095928
113751,5090073
113752,5080013
113753,5080013
113754,5091474
113755,5091474
113756,5077656
113757,5077656
113758,5091474
113759,5077656
113760,5095928
113761,5095928
113762,5095928
113763,5095928
113764,5090073
113765,5090073
113766,5095928
113767,5077656
113768,5077656
113769,5095928
113770,5095928
113771,5095928
113772,5080013
113773,5090492
113774,5090492
113775,5077656
113776,5077656
113777,5090073
113778,5090073
113779,5080013
113780,5091474
113781,5090073
113782,5090073
113783,5095928
113784,5091251
113785,5080013
113786,5090073
113787,5080013
113788,5090492
113789,5077656
113790,5090492
113791,5090492
113792,5091474
113793,5077656
113794,5077656
113795,5080013
113796,5091474
113797,5090492
113798,5080013
113799,5095928
113800,5077656
113801,5077656
113802,5077656
113803,5091474
113804,5095928
113805,5095928
113806,5090073
113807,5091474
113808,5090492
113809,5091474
113810,5091474
113811,5091251
113812,5091251
113813,5091474
113814,5077656
113815,5077656
113816,5095928
113817,5095928
113818,5077656
113819,5077656
113820,5077656
113821,5077656
113822,5090492
113823,5080013
113824,5077656
113825,5080013
113826,5080013
113827,5077656
113828,5091474
113829,5080013
113830,5090073
113831,5090073
113832,5090492
113833,5080013
113834,5095928
113835,5091474
113836,5080566
113837,5090073
113838,5090492
113839,5095928
113840,5095928
113841,5095928
113842,5077656
113843,5077656
113844,5090073
113845,5077656
113846,5090492
113847,5080013
113848,5095928
113849,5090492
113850,5090073
113851,5091474
113852,5091474
113853,5080013
113854,5095928
113855,5080013
113856,5091251
113857,5105844
113858,5077656
113859,5091474
113860,5091251
113861,5091251
113862,5077656
113863,5077656
113864,5080013
113865,5095928
113866,5095928
113867,5095928
113868,5095928
113869,5080013
113870,5077656
113871,5080013
113872,5091251
113873,5077656
113874,5077656
113875,5077656
113876,5090492
113877,5095928
113878,5080013
113879,5080013
113880,5080013
113881,5080013
113882,5080013
113883,5091474
113884,5077656
113885,5080013
113886,5090492
113887,5091474
113888,5090073
113889,5090073
113890,5080013
113891,5077656
113892,5080013
113893,5080566
113894,5080013
113895,5091474
113896,5091474
113897,5095928
113898,5090492
113899,5090073
113900,5090073
113901,5090073
113902,5090073
113903,5090073
113904,5095928
113905,5080013
113906,5090492
113907,5080013
113908,5090073
113909,5091474
113910,5080013
113911,5090492
113912,5091251
113913,5091251
113914,5091251
113915,5080013
113916,5091474
113917,5095928
113918,5099217
113919,5095928
113920,5091474
113921,5091474
113922,5091251
113923,5091251
113924,5090073
113925,5077656
113926,5080013
113927,5090073
113928,5077656
113929,5090492
113930,5091474
113931,5091474
113932,5095928
113933,5090073
113934,5090073
113935,5091474
113936,5090492
113937,5080013
113938,5090073
113939,5091251
113940,5080013
113941,5080013
113942,5077656
113943,5090492
113944,5090073
113945,5080013
113946,5077656
113947,5077656
113948,5077656
113949,5077656
113950,5077656
113951,5077656
113952,5091474
113953,5091474
113954,5091474
113955,5091474
113956,5077656
113957,5090492
113958,5080013
113959,5090073
113960,5080013
113961,5091251
113962,5095928
113963,5091474
113964,5091474
113965,5077656
113966,5091474
113967,5080013
113968,5077656
113969,5091474
113970,5090492
113971,5091474
113972,5080013
113973,5090073
113974,5077656
113975,5095928
113976,5091474
113977,5091251
113978,5091474
113979,5077656
113980,5090492
113981,5095928
113982,5095928
113983,5091251
113984,5091251
113985,5105844
113986,5091474
113987,5095928
113988,5090073
113989,5090073
113990,5090073
113991,5105841
113992,5091474
113993,5106032
113994,5095928
113995,5095928
113996,5077656
113997,5090073
113998,5080013
113999,5080013
114001,5090492
114002,5106032
114003,5077656
114004,5090492
114005,5090492
114006,5077656
114007,5080013
114008,5077656
114009,5077656
114010,5090073
114011,5077656
114012,5095928
114013,5095928
114014,5090492
114015,5080013
114016,5077656
114017,5095928
114018,5080013
114019,5090073
114020,5090073
114021,5091251
114022,5090073
114023,5077656
114024,5077656
114025,5091251
114026,5077656
114027,5077656
114028,5077656
114029,5090073
114030,5080013
114031,5077656
114032,5077656
114033,5090073
114034,5090492
114035,5080013
114036,5091474
114037,5106032
114038,5077656
114039,5091474
114040,5091474
114041,5091474
114042,5080013
114043,5080013
114044,5106032
114045,5095928
114046,5080013
114047,5080013
114048,5091474
114049,5090492
114050,5080013
114051,5077656
114052,5080013
114053,5106032
114054,5106032
114055,5106032
114056,5090492
114057,5091474
114058,5091251
114059,5077656
114060,5080013
114061,5091474
114062,5091251
114063,5102785
114064,5077656
114065,5090492
114066,5090073
114067,5090073
114068,5090492
114069,5077656
114070,5106032
114071,5077656
114072,5091251
114073,5095928
114074,5090073
114075,5091474
114076,5105844
114077,5105844
114078,5077656
114079,5077656
114080,5106032
114081,5077656
114082,5080013
114083,5091251
114084,5091251
114085,5091251
114086,5091251
114087,5091251
114088,5091251
114089,5090492
114090,5077656
114091,5077656
114092,5080013
114093,5091474
